Date,Open,High,Low,Close,Volume,Adj Close
2016-04-25,2089.370117,2099.889893,2052.280029,2065.300049,3998320000,2065.300049
2016-04-18,2078.830078,2111.050049,2073.649902,2091.580078,3872892000,2091.580078
2016-04-11,2050.22998,2087.840088,2039.73999,2080.72998,3893346000,2080.72998
2016-04-04,2073.189941,2074.02002,2033.800049,2047.599976,3710442000,2047.599976
2016-03-28,2037.890015,2075.070068,2028.310059,2072.780029,3537400000,2072.780029
2016-03-21,2047.880005,2056.600098,2022.48999,2035.939941,3460572500,2035.939941
2016-03-14,2019.27002,2052.360107,2005.22998,2049.580078,4427754000,2049.580078
2016-03-07,1996.109985,2022.369995,1969.25,2022.189941,4420672000,2022.189941
2016-02-29,1947.130005,2009.130005,1931.810059,1999.98999,5041234000,1999.98999
2016-02-22,1924.439941,1962.959961,1891.00,1948.050049,4145866000,1948.050049
2016-02-16,1871.439941,1930.680054,1871.439941,1917.780029,4540387500,1917.780029
2016-02-08,1873.25,1881.599976,1810.099976,1864.780029,5097714000,1864.780029
2016-02-01,1936.939941,1947.199951,1872.22998,1880.050049,4816386000,1880.050049
2016-01-25,1906.280029,1940.23999,1872.699951,1940.23999,4740788000,1940.23999
2016-01-19,1888.660034,1908.849976,1812.290039,1906.900024,5331247500,1906.900024
2016-01-11,1926.119995,1950.329956,1857.829956,1880.329956,5058230000,1880.329956
2016-01-04,2038.199951,2038.199951,1918.459961,1922.030029,4417938000,1922.030029
2015-12-28,2057.77002,2081.560059,2043.619995,2043.939941,2514317500,2043.939941
2015-12-21,2010.27002,2067.360107,2005.930054,2060.98999,3044272500,2060.98999
2015-12-14,2013.369995,2076.719971,1993.26001,2005.550049,4922378000,2005.550049
2015-12-07,2090.419922,2090.419922,2008.800049,2012.369995,4123770000,2012.369995
2015-11-30,2090.949951,2104.27002,2042.349976,2091.689941,4085838000,2091.689941
2015-11-23,2089.409912,2095.610107,2070.290039,2090.110107,2948172500,2090.110107
2015-11-16,2022.079956,2097.060059,2019.390015,2089.169922,3930538000,2089.169922
2015-11-09,2096.560059,2096.560059,2022.02002,2023.040039,3938264000,2023.040039
2015-11-02,2080.76001,2116.47998,2080.76001,2099.199951,4106372000,2099.199951
2015-10-26,2075.080078,2094.320068,2058.840088,2079.360107,4113186000,2079.360107
2015-10-19,2031.72998,2079.73999,2017.219971,2075.149902,3757184000,2075.149902
2015-10-12,2015.650024,2033.540039,1990.72998,2033.109985,3456296000,2033.109985
2015-10-05,1954.329956,2020.130005,1954.329956,2014.890015,4169880000,2014.890015
2015-09-28,1929.180054,1951.359985,1871.910034,1951.359985,4269258000,1951.359985
2015-09-21,1960.839966,1979.640015,1908.920044,1931.339966,3616308000,1931.339966
2015-09-14,1963.060059,2020.859985,1948.27002,1958.030029,4015154000,1958.030029
2015-09-08,1927.300049,1988.630005,1927.300049,1961.050049,3511420000,1961.050049
2015-08-31,1986.72998,1986.72998,1903.069946,1921.219971,3743472000,1921.219971
2015-08-24,1965.150024,1993.47998,1867.01001,1988.869995,5217994000,1988.869995
2015-08-17,2089.699951,2103.469971,1970.890015,1970.890015,3654262000,1970.890015
2015-08-10,2080.97998,2105.350098,2052.090088,2091.540039,3501872000,2091.540039
2015-08-03,2104.48999,2112.659912,2067.909912,2077.570068,3768210000,2077.570068
2015-07-27,2078.189941,2114.23999,2063.52002,2103.840088,3850828000,2103.840088
2015-07-20,2126.850098,2132.820068,2077.090088,2079.649902,3585296000,2079.649902
2015-07-13,2080.030029,2128.909912,2080.030029,2126.639893,3190098000,2126.639893
2015-07-06,2073.949951,2083.73999,2044.02002,2076.620117,3613136000,2076.620117
2015-06-29,2098.629883,2098.629883,2056.320068,2076.780029,3620325000,2076.780029
2015-06-22,2112.50,2129.870117,2095.379883,2101.48999,3492754000,2101.48999
2015-06-15,2091.340088,2126.649902,2072.48999,2109.98999,3434776000,2109.98999
2015-06-08,2092.340088,2115.02002,2072.139893,2094.110107,3042810000,2094.110107
2015-06-01,2108.639893,2121.919922,2085.669922,2092.830078,3120956000,2092.830078
2015-05-26,2125.340088,2126.219971,2099.179932,2107.389893,3344457500,2107.389893
2015-05-18,2121.300049,2134.719971,2120.01001,2126.060059,2970484000,2126.060059
2015-05-11,2115.560059,2123.889893,2085.570068,2122.72998,3164854000,2122.72998
2015-05-04,2110.22998,2120.949951,2067.929932,2116.100098,3550764000,2116.100098
2015-04-27,2119.290039,2125.919922,2077.590088,2108.290039,3789812000,2108.290039
2015-04-20,2084.110107,2120.919922,2084.110107,2117.689941,3320900000,2117.689941
2015-04-13,2102.030029,2111.909912,2072.370117,2081.179932,3457034000,2081.179932
2015-04-06,2064.870117,2102.610107,2056.52002,2102.060059,2668474000,2102.060059
2015-03-30,2064.110107,2088.969971,2048.379883,2066.959961,3233367500,2066.959961
2015-03-23,2107.98999,2114.860107,2045.50,2061.02002,3299628000,2061.02002
2015-03-16,2055.350098,2113.919922,2055.350098,2108.100098,3900998000,2108.100098
2015-03-09,2072.25,2083.48999,2039.689941,2053.399902,3465796000,2053.399902
2015-03-02,2105.22998,2117.52002,2067.27002,2071.26001,3409900000,2071.26001
2015-02-23,2109.830078,2119.590088,2103.00,2104.50,3312386000,2104.50
2015-02-17,2096.469971,2110.610107,2085.439941,2110.300049,3315117500,2110.300049
2015-02-09,2053.469971,2097.030029,2041.880005,2096.98999,3626410000,2096.98999
2015-02-02,1996.670044,2072.399902,1980.900024,2055.469971,4164222000,2055.469971
2015-01-26,2050.419922,2057.620117,1989.180054,1994.98999,3905778000,1994.98999
2015-01-20,2020.76001,2064.620117,2004.48999,2051.820068,3856005000,2051.820068
2015-01-12,2046.130005,2056.929932,1988.119995,2019.420044,4055114000,2019.420044
2015-01-05,2054.439941,2064.429932,1992.439941,2044.810059,3872572000,2044.810059
2014-12-29,2087.629883,2093.550049,2046.040039,2058.199951,2551852500,2058.199951
2014-12-22,2069.280029,2092.699951,2069.280029,2088.77002,2391420000,2088.77002
2014-12-15,2005.030029,2077.850098,1972.560059,2070.649902,5086390000,2070.649902
2014-12-08,2074.840088,2075.780029,2002.329956,2002.329956,3992236000,2002.329956
2014-12-01,2065.780029,2079.469971,2049.570068,2075.370117,3657260000,2075.370117
2014-11-24,2065.070068,2075.76001,2064.75,2067.560059,2942725000,2067.560059
2014-11-17,2038.290039,2071.459961,2034.459961,2063.50,3400928000,2063.50
2014-11-10,2032.01001,2046.180054,2030.170044,2039.819946,3234462000,2039.819946
2014-11-03,2018.209961,2034.26001,2001.01001,2031.920044,3730468000,2031.920044
2014-10-27,1962.969971,2018.189941,1951.369995,2018.050049,3762182000,2018.050049
2014-10-20,1885.619995,1965.27002,1882.300049,1964.579956,3589572000,1964.579956
2014-10-13,1905.650024,1912.089966,1820.660034,1886.76001,4962132000,1886.76001
2014-10-06,1970.01001,1977.839966,1906.050049,1906.130005,4072602000,1906.130005
2014-09-29,1978.959961,1985.170044,1926.030029,1967.900024,3761592000,1967.900024
2014-09-22,2009.079956,2009.079956,1965.98999,1982.849976,3229072000,1982.849976
2014-09-15,1986.040039,2019.26001,1978.47998,2010.400024,3452364000,2010.400024
2014-09-08,2007.170044,2007.170044,1980.26001,1985.540039,2946522000,1985.540039
2014-09-02,2004.069946,2011.170044,1990.099976,2007.709961,2880167500,2007.709961
2014-08-25,1991.73999,2005.040039,1990.52002,2003.369995,2314342000,2003.369995
2014-08-18,1958.359985,1994.76001,1958.359985,1988.400024,2562950000,1988.400024
2014-08-11,1933.430054,1964.040039,1928.290039,1955.060059,2749490000,1955.060059
2014-08-04,1926.619995,1942.920044,1904.780029,1931.589966,3241478000,1931.589966
2014-07-28,1978.25,1984.849976,1916.369995,1925.150024,3483506000,1925.150024
2014-07-21,1976.930054,1991.390015,1965.77002,1978.339966,2842770000,1978.339966
2014-07-14,1969.859985,1983.939941,1955.589966,1978.219971,3190470000,1978.219971
2014-07-07,1984.219971,1984.219971,1952.859985,1967.569946,2938562000,1967.569946
2014-06-30,1960.790039,1985.589966,1958.219971,1985.439941,2768790000,1985.439941
2014-06-23,1962.920044,1968.170044,1944.689941,1960.959961,3196694000,1960.959961
2014-06-16,1934.839966,1963.910034,1930.910034,1962.869995,3250200000,1962.869995
2014-06-09,1948.969971,1955.550049,1925.780029,1936.160034,2772774000,1936.160034
2014-06-02,1923.869995,1949.439941,1915.97998,1949.439941,2829538000,1949.439941
2014-05-27,1902.01001,1924.030029,1902.01001,1923.569946,2965002500,1923.569946
2014-05-19,1876.660034,1901.26001,1868.140015,1900.530029,2721034000,1900.530029
2014-05-12,1880.030029,1902.170044,1862.359985,1877.859985,3093954000,1877.859985
2014-05-05,1879.449951,1889.069946,1859.790039,1878.47998,3222476000,1878.47998
2014-04-28,1865.00,1891.329956,1850.609985,1881.140015,3607606000,1881.140015
2014-04-21,1865.790039,1884.890015,1859.699951,1863.400024,3069702000,1863.400024
2014-04-14,1818.180054,1869.630005,1815.800049,1864.849976,3336122500,1864.849976
2014-04-07,1863.920044,1872.530029,1814.359985,1815.689941,3666776000,1815.689941
2014-03-31,1859.160034,1897.280029,1859.160034,1865.089966,3276300000,1865.089966
2014-03-24,1867.670044,1875.920044,1842.109985,1857.619995,3355872000,1857.619995
2014-03-17,1842.810059,1883.969971,1842.810059,1866.52002,3535628000,1866.52002
2014-03-10,1877.859985,1882.349976,1839.569946,1841.130005,3328212000,1841.130005
2014-03-03,1857.680054,1883.569946,1834.439941,1878.040039,3502434000,1878.040039
2014-02-24,1836.780029,1867.920044,1836.780029,1859.449951,3742346000,1859.449951
2014-02-18,1839.030029,1847.50,1824.579956,1836.25,3472885000,1836.25
2014-02-10,1796.199951,1841.650024,1791.829956,1838.630005,3348436000,1838.630005
2014-02-03,1782.680054,1798.030029,1737.920044,1797.02002,4076028000,1797.02002
2014-01-27,1791.030029,1798.77002,1770.449951,1782.589966,3810850000,1782.589966
2014-01-21,1841.050049,1849.310059,1790.290039,1790.290039,3936835000,1790.290039
2014-01-13,1841.26001,1850.839966,1815.52002,1838.699951,3567970000,1838.699951
2014-01-06,1832.310059,1843.22998,1823.72998,1842.369995,3475120000,1842.369995
2013-12-30,1841.469971,1849.439941,1827.73999,1831.369995,2615392500,1831.369995
2013-12-23,1822.920044,1844.890015,1822.920044,1841.400024,2048590000,1841.400024
2013-12-16,1777.47998,1823.75,1767.98999,1818.319946,3880520000,1818.319946
2013-12-09,1806.209961,1811.52002,1772.280029,1775.319946,3217320000,1775.319946
2013-12-02,1806.550049,1810.02002,1779.089966,1805.089966,3333712000,1805.089966
2013-11-25,1806.329956,1813.550049,1800.579956,1805.810059,2659387500,1805.810059
2013-11-18,1798.819946,1804.839966,1777.22998,1804.76001,3162776000,1804.76001
2013-11-11,1769.959961,1798.219971,1760.640015,1798.180054,3095290000,1798.180054
2013-11-04,1763.400024,1774.540039,1746.199951,1770.609985,3602804000,1770.609985
2013-10-28,1759.420044,1775.219971,1752.699951,1761.640015,3535324000,1761.640015
2013-10-21,1745.199951,1759.819946,1740.50,1759.77002,3492870000,1759.77002
2013-10-14,1699.859985,1745.310059,1692.130005,1744.50,3302596000,1744.50
2013-10-07,1687.150024,1703.439941,1646.469971,1703.199951,3226506000,1703.199951
2013-09-30,1687.26001,1696.550049,1670.359985,1690.50,3171168000,1690.50
2013-09-23,1711.439941,1711.439941,1687.109985,1691.75,3062048000,1691.75
2013-09-16,1691.699951,1729.859985,1691.699951,1709.910034,3731592000,1709.910034
2013-09-09,1656.849976,1689.969971,1656.849976,1687.98999,3154566000,1687.98999
2013-09-03,1635.949951,1664.829956,1633.410034,1655.170044,3281187500,1655.170044
2013-08-26,1664.290039,1669.51001,1627.469971,1632.969971,2739144000,1632.969971
2013-08-19,1655.25,1664.849976,1639.430054,1663.50,2790186000,1663.50
2013-08-12,1688.369995,1696.810059,1652.609985,1655.829956,3066858000,1655.829956
2013-08-05,1708.01001,1709.23999,1684.910034,1691.420044,2982014000,1691.420044
2013-07-29,1690.319946,1709.670044,1681.859985,1709.670044,3384048000,1709.670044
2013-07-22,1694.410034,1698.780029,1676.030029,1691.650024,3059340000,1691.650024
2013-07-15,1679.589966,1693.119995,1671.839966,1692.089966,3122660000,1692.089966
2013-07-08,1634.199951,1680.189941,1634.199951,1680.189941,3233274000,1680.189941
2013-07-01,1609.780029,1632.069946,1604.569946,1631.890015,2755502500,1631.890015
2013-06-24,1588.77002,1620.069946,1560.329956,1606.280029,4078980000,1606.280029
2013-06-17,1630.640015,1654.189941,1577.699951,1592.430054,4091850000,1592.430054
2013-06-10,1644.670044,1648.689941,1608.069946,1626.72998,3187002000,1626.72998
2013-06-03,1631.709961,1646.530029,1598.22998,1643.380005,3631526000,1643.380005
2013-05-28,1652.630005,1674.209961,1630.73999,1630.73999,3660690000,1630.73999
2013-05-20,1665.709961,1687.180054,1635.530029,1649.599976,3570650000,1649.599976
2013-05-13,1632.099976,1667.469971,1626.73999,1667.469971,3395934000,1667.469971
2013-05-06,1614.400024,1635.01001,1614.209961,1633.699951,3294078000,1633.699951
2013-04-29,1582.339966,1618.459961,1581.280029,1614.420044,3427490000,1614.420044
2013-04-22,1555.25,1592.640015,1548.189941,1582.23999,3450094000,1582.23999
2013-04-15,1588.839966,1588.839966,1536.030029,1555.25,4005162000,1555.25
2013-04-08,1553.26001,1597.349976,1548.630005,1588.849976,3238698000,1588.849976
2013-04-01,1569.180054,1573.660034,1539.50,1553.280029,3398392000,1553.280029
2013-03-25,1556.890015,1570.280029,1546.219971,1569.189941,3066520000,1569.189941
2013-03-18,1560.699951,1561.560059,1538.569946,1556.890015,3300302000,1556.890015
2013-03-11,1551.150024,1563.619995,1547.359985,1560.699951,3614986000,1560.699951
2013-03-04,1518.199951,1552.47998,1512.290039,1551.180054,3597796000,1551.180054
2013-02-25,1515.599976,1525.839966,1485.01001,1518.199951,3829222000,1518.199951
2013-02-19,1519.790039,1530.939941,1497.290039,1515.599976,3920850000,1515.599976
2013-02-11,1517.930054,1524.689941,1513.609985,1519.790039,3416520000,1519.790039
2013-02-04,1513.170044,1518.310059,1495.02002,1517.930054,3444132000,1517.930054
2013-01-28,1502.959961,1514.410034,1496.329956,1513.170044,3780238000,1513.170044
2013-01-22,1485.97998,1503.26001,1481.160034,1502.959961,3574670000,1502.959961
2013-01-14,1472.050049,1485.97998,1463.76001,1485.97998,3404978000,1485.97998
2013-01-07,1466.469971,1472.75,1451.640015,1472.050049,3600690000,1472.050049
2012-12-31,1402.430054,1467.939941,1398.109985,1466.469971,3665237500,1466.469971
2012-12-24,1430.150024,1430.150024,1401.579956,1402.430054,2197712500,1402.430054
2012-12-17,1413.540039,1448.00,1413.540039,1430.150024,4108678000,1430.150024
2012-12-10,1418.069946,1438.589966,1411.880005,1413.579956,3383768000,1413.579956
2012-12-03,1416.339966,1423.72998,1398.22998,1418.069946,3386154000,1418.069946
2012-11-26,1409.150024,1419.699951,1385.430054,1416.180054,3390836000,1416.180054
2012-11-19,1359.880005,1409.160034,1359.880005,1409.150024,2688502500,1409.150024
2012-11-12,1379.859985,1388.810059,1343.349976,1359.880005,3621476000,1359.880005
2012-11-05,1414.02002,1433.380005,1373.030029,1379.849976,3602274000,1379.849976
2012-10-31,1410.98999,1434.27002,1405.949951,1414.199951,3746493300,1414.199951
2012-10-22,1433.209961,1435.459961,1403.280029,1411.939941,3397482000,1411.939941
2012-10-15,1428.75,1464.02002,1427.23999,1433.189941,3692620000,1433.189941
2012-10-08,1460.930054,1460.930054,1425.530029,1428.589966,3115478000,1428.589966
2012-10-01,1440.900024,1470.959961,1439.01001,1460.930054,3429462000,1460.930054
2012-09-24,1459.76001,1463.23999,1430.530029,1440.670044,3394752000,1440.670044
2012-09-17,1465.420044,1467.069946,1449.97998,1460.150024,3705514000,1460.150024
2012-09-10,1437.920044,1474.51001,1428.97998,1465.77002,4004608000,1465.77002
2012-09-04,1406.540039,1437.920044,1396.560059,1437.920044,3564977500,1437.920044
2012-08-27,1411.130005,1416.170044,1397.01001,1406.579956,2628268000,1406.579956
2012-08-20,1417.849976,1426.680054,1398.040039,1411.130005,2943798000,1411.130005
2012-08-13,1405.869995,1418.709961,1397.319946,1418.160034,2824746000,1418.160034
2012-08-06,1391.040039,1407.140015,1391.040039,1405.869995,3182784000,1405.869995
2012-07-30,1385.939941,1394.160034,1354.650024,1390.98999,3883892000,1390.98999
2012-07-23,1362.339966,1389.189941,1329.23999,1385.969971,4031190000,1385.969971
2012-07-16,1356.50,1380.390015,1345.069946,1362.660034,3608082000,1362.660034
2012-07-09,1354.660034,1361.540039,1325.410034,1356.780029,3333824000,1356.780029
2012-07-02,1362.329956,1374.810059,1348.030029,1354.680054,2801175000,1354.680054
2012-06-25,1334.900024,1362.170044,1309.27002,1362.160034,3752304000,1362.160034
2012-06-18,1342.420044,1363.459961,1324.410034,1335.02002,4027288000,1335.02002
2012-06-11,1325.719971,1343.319946,1306.619995,1342.839966,3715250000,1342.839966
2012-06-04,1278.290039,1329.050049,1266.73999,1325.660034,3887776000,1325.660034
2012-05-29,1318.900024,1334.930054,1277.25,1278.040039,4050725000,1278.040039
2012-05-21,1295.72998,1328.48999,1295.72998,1317.819946,3765818000,1317.819946
2012-05-14,1351.930054,1351.930054,1291.97998,1295.219971,4251866000,1295.219971
2012-05-07,1368.790039,1373.910034,1343.130005,1353.390015,3941332000,1353.390015
2012-04-30,1403.26001,1415.319946,1367.959961,1369.099976,3833174000,1369.099976
2012-04-23,1378.530029,1406.640015,1358.790039,1403.359985,3790184000,1403.359985
2012-04-16,1370.27002,1392.76001,1365.380005,1378.530029,3701492000,1378.530029
2012-04-09,1397.449951,1397.449951,1357.380005,1370.26001,3818638000,1370.26001
2012-04-02,1408.469971,1422.380005,1392.920044,1398.079956,3659032500,1398.079956
2012-03-26,1397.109985,1419.150024,1391.560059,1408.469971,3698456000,1408.469971
2012-03-19,1404.170044,1414.00,1386.869995,1397.109985,3682996000,1397.109985
2012-03-12,1370.780029,1405.880005,1366.689941,1404.170044,4281244000,1404.170044
2012-03-05,1369.589966,1374.76001,1340.030029,1370.869995,3676690000,1370.869995
2012-02-27,1365.199951,1378.040039,1354.920044,1369.630005,3782622000,1369.630005
2012-02-21,1361.219971,1368.920044,1352.280029,1365.73999,3680180000,1365.73999
2012-02-13,1343.060059,1363.400024,1340.800049,1361.22998,3882884000,1361.22998
2012-02-06,1344.319946,1354.319946,1335.920044,1342.640015,3861272000,1342.640015
2012-01-30,1316.160034,1345.339966,1300.48999,1344.900024,4225678000,1344.900024
2012-01-23,1315.290039,1333.469971,1306.060059,1316.329956,4080966000,1316.329956
2012-01-17,1290.219971,1315.48999,1290.219971,1315.380005,4121290000,1315.380005
2012-01-09,1277.829956,1296.819946,1274.550049,1289.089966,3854788000,1289.089966
2012-01-03,1258.859985,1284.619995,1258.859985,1277.810059,3877267500,1277.810059
2011-12-27,1265.02002,1269.369995,1248.640015,1257.599976,2257637500,1257.599976
2011-12-19,1219.73999,1265.420044,1202.369995,1265.329956,3280102000,1265.329956
2011-12-12,1255.050049,1255.050049,1209.469971,1219.660034,4235314000,1219.660034
2011-12-05,1244.329956,1267.060059,1231.469971,1255.189941,4034362000,1255.189941
2011-11-28,1158.670044,1260.079956,1158.670044,1244.280029,4335660000,1244.280029
2011-11-21,1215.619995,1215.619995,1158.660034,1158.670044,3356230000,1158.670044
2011-11-14,1263.849976,1264.25,1209.430054,1215.650024,3865610000,1215.650024
2011-11-07,1253.209961,1277.550049,1226.640015,1263.849976,3874182000,1263.849976
2011-10-31,1284.959961,1284.959961,1215.420044,1253.22998,4549214000,1253.22998
2011-10-24,1238.719971,1292.660034,1221.060059,1285.089966,4912236000,1285.089966
2011-10-17,1224.469971,1239.030029,1191.47998,1238.25,4767664000,1238.25
2011-10-10,1158.150024,1224.609985,1158.150024,1224.579956,4555924000,1224.579956
2011-10-03,1131.209961,1171.400024,1074.77002,1155.459961,4514868000,1155.459961
2011-09-26,1136.910034,1195.859985,1131.069946,1131.420044,4960282000,1131.420044
2011-09-19,1214.98999,1220.390015,1114.219971,1136.430054,5128284000,1136.430054
2011-09-12,1153.50,1220.060059,1136.069946,1216.01001,4913056000,1216.01001
2011-09-06,1173.969971,1204.400024,1140.130005,1154.22998,4649140000,1154.22998
2011-08-29,1177.910034,1230.709961,1170.560059,1173.969971,4650126000,1173.969971
2011-08-22,1123.550049,1190.680054,1121.089966,1176.800049,5309696000,1176.800049
2011-08-15,1178.859985,1208.469971,1122.050049,1123.530029,4427032000,1123.530029
2011-08-08,1198.47998,1198.47998,1101.540039,1178.810059,3865062000,1178.810059
2011-08-01,1292.589966,1307.380005,1168.089966,1199.380005,5268348000,1199.380005
2011-07-25,1344.319946,1344.319946,1282.859985,1292.280029,4207194000,1292.280029
2011-07-18,1315.939941,1347.00,1295.920044,1345.02002,4110088000,1345.02002
2011-07-11,1343.310059,1343.310059,1306.51001,1316.140015,4153686000,1316.140015
2011-07-05,1339.589966,1356.47998,1330.920044,1343.800049,3737600000,1343.800049
2011-06-27,1268.439941,1341.01001,1267.530029,1339.670044,3901108000,1339.670044
2011-06-20,1271.50,1298.609985,1262.869995,1268.449951,3977604000,1268.449951
2011-06-13,1271.310059,1292.50,1258.069946,1271.50,4093202000,1271.50
2011-06-06,1300.26001,1300.26001,1268.280029,1270.97998,3710360000,1270.97998
2011-05-31,1331.099976,1345.199951,1297.900024,1300.160034,4051132500,1300.160034
2011-05-23,1333.069946,1334.619995,1311.800049,1331.099976,3519106000,1331.099976
2011-05-16,1334.77002,1346.819946,1318.51001,1333.27002,3902876000,1333.27002
2011-05-09,1340.199951,1359.439941,1332.030029,1337.77002,3907822000,1337.77002
2011-05-02,1365.209961,1370.579956,1329.170044,1340.199951,4072744000,1340.199951
2011-04-25,1337.140015,1364.560059,1331.469971,1363.609985,3523530000,1363.609985
2011-04-18,1313.349976,1337.48999,1294.699951,1337.380005,3983390000,1337.380005
2011-04-11,1329.01001,1333.77002,1302.420044,1319.680054,3940338000,1319.680054
2011-04-04,1333.560059,1339.459961,1322.939941,1328.170044,3977634000,1328.170044
2011-03-28,1315.449951,1337.849976,1305.26001,1332.410034,3659466000,1332.410034
2011-03-21,1281.650024,1319.180054,1281.650024,1313.800049,4018022000,1313.800049
2011-03-14,1301.189941,1301.189941,1249.050049,1279.209961,4781044000,1279.209961
2011-03-07,1322.719971,1327.680054,1291.98999,1304.280029,4133818000,1304.280029
2011-02-28,1321.609985,1332.280029,1302.579956,1321.150024,2404496000,1321.150024
2011-02-22,1338.910034,1338.910034,1294.26001,1319.880005,1928012500,1319.880005
2011-02-14,1328.72998,1344.069946,1324.609985,1343.01001,2517822000,1343.01001
2011-02-07,1311.849976,1330.790039,1311.73999,1329.150024,4021990000,1329.150024
2011-01-31,1276.50,1311.00,1276.50,1310.869995,4345372000,1310.869995
2011-01-24,1283.290039,1302.670044,1275.099976,1276.339966,4631330000,1276.339966
2011-01-18,1293.219971,1296.060059,1271.26001,1283.349976,4974835000,1283.349976
2011-01-10,1270.839966,1293.23999,1262.180054,1293.23999,4257314000,1293.23999
2011-01-03,1257.619995,1278.170044,1257.619995,1271.50,4731044000,1271.50
2010-12-27,1254.660034,1262.599976,1251.47998,1257.640015,2091158000,1257.640015
2010-12-20,1245.76001,1259.390015,1241.51001,1256.77002,2707105000,1256.77002
2010-12-13,1242.52002,1246.72998,1232.849976,1243.910034,4454044000,1243.910034
2010-12-06,1223.869995,1240.400024,1219.50,1240.400024,4835082000,1240.400024
2010-11-29,1189.079956,1225.569946,1173.640015,1224.709961,4242568000,1224.709961
2010-11-22,1198.069946,1198.939941,1176.910034,1189.400024,3205160000,1189.400024
2010-11-15,1200.439941,1207.430054,1173.00,1199.72998,4177436000,1199.72998
2010-11-08,1223.23999,1226.839966,1194.079956,1199.209961,4298262000,1199.209961
2010-11-01,1185.709961,1227.079956,1177.650024,1225.849976,4798758000,1225.849976
2010-10-25,1184.73999,1196.140015,1171.699951,1183.26001,4116414000,1183.26001
2010-10-18,1176.829956,1189.430054,1159.709961,1183.079956,4576282000,1183.079956
2010-10-11,1165.319946,1184.380005,1155.709961,1176.189941,4449160000,1176.189941
2010-10-04,1144.959961,1167.72998,1131.869995,1165.150024,3905616000,1165.150024
2010-09-27,1148.640015,1157.160034,1132.089966,1146.23999,4037410000,1146.23999
2010-09-20,1126.569946,1148.900024,1122.790039,1148.670044,3884522000,1148.670044
2010-09-13,1113.380005,1131.469971,1113.380005,1125.589966,3972432000,1125.589966
2010-09-07,1102.599976,1110.880005,1091.150024,1109.550049,3195237500,1109.550049
2010-08-30,1062.900024,1105.099976,1040.880005,1104.51001,3718470000,1104.51001
2010-08-23,1073.359985,1081.579956,1039.699951,1064.589966,3951328000,1064.589966
2010-08-16,1077.48999,1100.140015,1063.910034,1071.689941,3777406000,1071.689941
2010-08-09,1122.800049,1129.23999,1076.689941,1079.25,4064104000,1079.25
2010-08-02,1107.530029,1128.75,1107.170044,1121.640015,3963460000,1121.640015
2010-07-26,1102.890015,1120.949951,1088.01001,1101.599976,4271320000,1101.599976
2010-07-19,1066.849976,1103.72998,1056.880005,1102.660034,4580286000,1102.660034
